COD_VIAJE,CLIENTE,UBICACION,CANTIDAD,PILOTO, Q ,CREDITO,UNIDAD,TIPO
10001628,HOSPITAL ROOSEVELT / Despacho a cliente ,76002,1183,Hector Aragones Frutos, $295.75 ,30,Camion Grande,
10001629,POLLO PINULITO|||FALTANTE,76002,1004,Fernando Mariano Berrio, $251.00 ,90,Camion Grande,
10001630,UBIQUO LABS |||FALTANTE,76002,319,Pedro Alvarez Parejo, $79.75 ,90,Panel,
10001631,EL PINCHE OBELISCO |||Faltante,76002,360,Ismael Rodero Monteagudo, $90.00 ,90,Panel,
10001632,UBIQUO LABS |||FALTANTE,76001,257,Hector Aragones Frutos, $64.25 ,90,Panel,
10001633,HOSPITAL LAS AMERICAS,76001,297,Juan Francisco Portillo Gomez, $74.25 ,30,Panel,
10001634,UBIQUO LABS,76001,269,Pedro Alvarez Parejo, $67.25 ,60,Panel,
10001635,POLLO PINULITO/Despacho a cliente,76002,242,Angel Valdez Alegria, $60.50 ,60,Panel,
10001636,CHICHARRONERIA EL RICO COLESTEROL |||Faltante,76002,957,Fernando Mariano Berrio, $239.25 ,30,Camion Pequeño,
10001637,TAQUERIA EL CHINITO,76001,1198,Hector Aragones Frutos, $299.50 ,30,Camion Grande,
10001638,HOSPITAL ROOSEVELT / Despacho a cliente ,76002,1454,Fernando Mariano Berrio, $363.50 ,90,Camion Grande,
10001639,POLLO PINULITO|||FALTANTE,76001,1963,Angel Valdez Alegria, $490.75 ,30,Camion Grande,
10001640,UBIQUO LABS,76002,1522,Hector Giron, $380.50 ,60,Camion Grande,
10001641,"SPORTA, S.A./Despacho a cliente |||Faltante",76001,1261,Pedro Alvarez Parejo, $315.25 ,90,Camion Grande,
10001642,"SPORTA, S.A./Despacho a cliente |||Faltante",76002,660,Luis Jaime Urbano, $165.00 ,90,Camion Pequeño,
10001643,UBIQUO LABS |||FALTANTE,76002,1585,Fernando Mariano Berrio, $396.25 ,30,Camion Grande,
10001644,TAQUERIA EL CHINITO |||Faltante,76002,1725,Ismael Rodero Monteagudo, $431.25 ,90,Camion Grande,
10001645,EL PINCHE OBELISCO |||Faltante,76001,843,Juan Francisco Portillo Gomez, $210.75 ,60,Camion Pequeño,
10001646,EL GALLO NEGRO / Despacho a cliente,76001,1126,Pedro Alvarez Parejo, $281.50 ,30,Camion Grande,
10001647,POLLO PINULITO/Despacho a cliente,76001,883,Hector Aragones Frutos, $220.75 ,30,Camion Pequeño,
10001648,HOSPITAL ROOSEVELT / Despacho a cliente ,76002,255,Angel Valdez Alegria, $63.75 ,30,Panel,
10001649,POLLO PINULITO|||FALTANTE,76002,409,Pedro Alvarez Parejo, $102.25 ,90,Panel,
10001650,UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente,76001,1793,Luis Jaime Urbano, $448.25 ,30,Camion Grande,
10001651,BAR LA OFICINA,76001,984,Hector Aragones Frutos, $246.00 ,30,Camion Pequeño,
10001652,HOSPITAL ROOSEVELT / Despacho a cliente ,76001,245,Pedro Alvarez Parejo, $61.25 ,30,Panel,
10001653,EL GALLO NEGRO / Despacho a cliente,76002,1113,Juan Francisco Portillo Gomez, $278.25 ,60,Camion Grande,
10001654,UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente,76001,1278,Fernando Mariano Berrio, $319.50 ,60,Camion Grande,
10001655,EL PINCHE OBELISCO / Despacho a cliente,76001,531,Hector Giron, $132.75 ,90,Camion Pequeño,
10001656,EL PINCHE OBELISCO |||Faltante,76001,941,Luis Jaime Urbano, $235.25 ,30,Camion Pequeño,
10001657,UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente,76001,911,Pedro Alvarez Parejo, $227.75 ,30,Camion Pequeño,
10001658,TIENDA LA BENDICION / Despacho a cliente,76002,342,Hector Giron, $85.50 ,30,Panel,
10001659,HOSPITAL LAS AMERICAS,76002,1957,Hector Aragones Frutos, $489.25 ,90,Camion Grande,
10001660,HOSPITAL ROOSEVELT / Despacho a cliente ,76002,514,Hector Giron, $128.50 ,60,Camion Pequeño,
10001661,UBIQUO LABS,76002,636,Luis Jaime Urbano, $159.00 ,60,Camion Pequeño,
10001662,EL GALLO NEGRO |||DEVOLUCION,76002,563,Angel Valdez Alegria, $140.75 ,90,Camion Pequeño,
10001663,EL PINCHE OBELISCO / Despacho a cliente,76001,1346,Pedro Alvarez Parejo, $336.50 ,30,Camion Grande,
10001664,EL GALLO NEGRO |||DEVOLUCION,76002,805,Angel Valdez Alegria, $201.25 ,60,Camion Pequeño,
10001665,UBIQUO LABS |||FALTANTE,76001,217,Hector Aragones Frutos, $54.25 ,90,Panel,
10001666,POLLO PINULITO|||FALTANTE,76002,901,Hector Aragones Frutos, $225.25 ,30,Camion Pequeño,
10001667,"SPORTA, S.A./Despacho a cliente |||Faltante",76002,491,Felipe Villatoro, $122.75 ,90,Panel,
10001668,POLLO PINULITO|||FALTANTE,76001,1723,Angel Valdez Alegria, $430.75 ,90,Camion Grande,
10001669,HOSPITAL LAS AMERICAS,76002,1209,Fernando Mariano Berrio, $302.25 ,60,Camion Grande,
10001670,TAQUERIA EL CHINITO |||Faltante,76001,1565,Hector Aragones Frutos, $391.25 ,90,Camion Grande,
10001671,"SPORTA, S.A./Despacho a cliente |||Faltante",76001,1866,Juan Francisco Portillo Gomez, $466.50 ,30,Camion Grande,
10001672,CHICHARRONERIA EL RICO COLESTEROL |||Faltante,76002,1589,Felipe Villatoro, $397.25 ,90,Camion Grande,
10001673,HOSPITAL ROOSEVELT / Despacho a cliente ,76001,763,Luis Jaime Urbano, $190.75 ,30,Camion Pequeño,
10001674,"SPORTA, S.A./Despacho a cliente |||Faltante",76002,1517,Pedro Alvarez Parejo, $379.25 ,30,Camion Grande,
10001675,TIENDA LA BENDICION / Despacho a cliente,76002,1140,Angel Valdez Alegria, $285.00 ,90,Camion Grande,
10001676,POLLO PINULITO/Despacho a cliente,76001,1822,Pedro Alvarez Parejo, $455.50 ,90,Camion Grande,
10001677,TAQUERIA EL CHINITO,76001,653,Felipe Villatoro, $163.25 ,30,Camion Pequeño,
10001678,POLLO PINULITO|||FALTANTE,76002,465,Fernando Mariano Berrio, $116.25 ,30,Panel,
10001679,TIENDA LA BENDICION / Despacho a cliente,76002,1776,Hector Giron, $444.00 ,90,Camion Grande,
10001680,POLLO PINULITO/Despacho a cliente,76001,1211,Luis Jaime Urbano, $302.75 ,60,Camion Grande,
10001681,TIENDA LA BENDICION / Despacho a cliente,76001,352,Hector Aragones Frutos, $88.00 ,90,Panel,
10001682,EL PINCHE OBELISCO |||Faltante,76001,590,Fernando Mariano Berrio, $147.50 ,90,Camion Pequeño,
10001683,"SPORTA, S.A./Despacho a cliente |||Faltante",76001,1728,Hector Giron, $432.00 ,60,Camion Grande,
10001684,HOSPITAL ROOSEVELT / Despacho a cliente ,76001,1240,Fernando Mariano Berrio, $310.00 ,90,Camion Grande,
10001685,HOSPITAL ROOSEVELT / Despacho a cliente ,76001,1832,Luis Jaime Urbano, $458.00 ,60,Camion Grande,
10001686,EL PINCHE OBELISCO / Despacho a cliente,76002,545,Angel Valdez Alegria, $136.25 ,60,Camion Pequeño,
10001687,TIENDA LA BENDICION / Despacho a cliente,76002,1695,Pedro Alvarez Parejo, $423.75 ,60,Camion Grande,
10001688,TAQUERIA EL CHINITO,76002,643,Fernando Mariano Berrio, $160.75 ,30,Camion Pequeño,
10001689,TAQUERIA EL CHINITO,76001,427,Angel Valdez Alegria, $106.75 ,60,Panel,
10001690,TIENDA LA BENDICION / Despacho a cliente,76002,1694,Pedro Alvarez Parejo, $423.50 ,30,Camion Grande,
10001691,UBIQUO LABS |||FALTANTE,76002,1083,Hector Giron, $270.75 ,60,Camion Grande,
10001692,"SPORTA, S.A./Despacho a cliente |||Faltante",76002,1669,Fernando Mariano Berrio, $417.25 ,60,Camion Grande,
10001693,EL PINCHE OBELISCO / Despacho a cliente,76001,1169,Hector Aragones Frutos, $292.25 ,30,Camion Grande,
10001694,EL GALLO NEGRO |||DEVOLUCION,76002,1853,Juan Francisco Portillo Gomez, $463.25 ,30,Camion Grande,
10001695,EL GALLO NEGRO |||DEVOLUCION,76002,1844,Hector Aragones Frutos, $461.00 ,30,Camion Grande,
10001696,UBIQUO LABS,76002,1740,Felipe Villatoro, $435.00 ,60,Camion Grande,
10001697,BAR LA OFICINA,76002,1834,Luis Jaime Urbano, $458.50 ,60,Camion Grande,
10001698,POLLO PINULITO/Despacho a cliente,76001,276,Ismael Rodero Monteagudo, $69.00 ,30,Panel,
10001699,BAR LA OFICINA,76002,241,Fernando Mariano Berrio, $60.25 ,30,Panel,
10001700,BAR LA OFICINA,76001,1492,Angel Valdez Alegria, $373.00 ,30,Camion Grande,
10001701,TIENDA LA BENDICION / Despacho a cliente,76001,782,Hector Aragones Frutos, $195.50 ,30,Camion Pequeño,
10001702,UBIQUO LABS,76001,1680,Angel Valdez Alegria, $420.00 ,90,Camion Grande,
10001703,TAQUERIA EL CHINITO,76002,292,Hector Giron, $73.00 ,90,Panel,
10001704,EL GALLO NEGRO / Despacho a cliente,76002,904,Hector Aragones Frutos, $226.00 ,30,Camion Pequeño,
10001705,EL PINCHE OBELISCO |||Faltante,76002,572,Hector Giron, $143.00 ,90,Camion Pequeño,
10001706,BAR LA OFICINA,76002,680,Hector Aragones Frutos, $170.00 ,60,Camion Pequeño,
10001707,ABARROTERIA EBENEZER/Despacho a cliente,76002,1339,Felipe Villatoro, $334.75 ,30,Camion Grande,
10001708,CHICHARRONERIA EL RICO COLESTEROL |||Faltante,76001,1133,Ismael Rodero Monteagudo, $283.25 ,60,Camion Grande,
10001709,HOSPITAL LAS AMERICAS,76002,557,Luis Jaime Urbano, $139.25 ,30,Camion Pequeño,
10001710,POLLO PINULITO|||FALTANTE,76002,1943,Fernando Mariano Berrio, $485.75 ,30,Camion Grande,
10001711,HOSPITAL LAS AMERICAS,76001,432,Fernando Mariano Berrio, $108.00 ,60,Panel,
10001712,POLLO PINULITO|||FALTANTE,76001,1990,Hector Giron, $497.50 ,30,Camion Grande,
10001713,UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente,76002,814,Juan Francisco Portillo Gomez, $203.50 ,30,Camion Pequeño,
10001714,POLLO PINULITO|||FALTANTE,76002,998,Hector Aragones Frutos, $249.50 ,60,Camion Pequeño,
10001715,UBIQUO LABS,76001,1094,Luis Jaime Urbano, $273.50 ,30,Camion Grande,
10001716,TAQUERIA EL CHINITO,76001,1624,Pedro Alvarez Parejo, $406.00 ,30,Camion Grande,
10001717,"SPORTA, S.A./Despacho a cliente |||Faltante",76001,1117,Juan Francisco Portillo Gomez, $279.25 ,30,Camion Grande,
10001718,ABARROTERIA EBENEZER/Despacho a cliente,76002,1720,Luis Jaime Urbano, $430.00 ,90,Camion Grande,
10001719,UBIQUO LABS,76002,892,Pedro Alvarez Parejo, $223.00 ,90,Camion Pequeño,
10001720,HOSPITAL ROOSEVELT / Despacho a cliente ,76002,1089,Felipe Villatoro, $272.25 ,60,Camion Grande,
10001721,UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente,76002,1949,Fernando Mariano Berrio, $487.25 ,30,Camion Grande,
10001722,HOSPITAL LAS AMERICAS,76002,1632,Ismael Rodero Monteagudo, $408.00 ,30,Camion Grande,
10001723,EL PINCHE OBELISCO |||Faltante,76001,1273,Hector Aragones Frutos, $318.25 ,30,Camion Grande,
10001724,UBIQUO LABS,76001,955,Ismael Rodero Monteagudo, $238.75 ,30,Camion Pequeño,
10001725,EL GALLO NEGRO / Despacho a cliente,76001,822,Pedro Alvarez Parejo, $205.50 ,30,Camion Pequeño,
10001726,TIENDA LA BENDICION / Despacho a cliente,76002,522,Pedro Alvarez Parejo, $130.50 ,90,Camion Pequeño,
10001727,TAQUERIA EL CHINITO |||Faltante,76001,1372,Juan Francisco Portillo Gomez, $343.00 ,90,Camion Grande,
10001728,TAQUERIA EL CHINITO,76002,700,Felipe Villatoro, $175.00 ,30,Camion Pequeño,
10001729,CHICHARRONERIA EL RICO COLESTEROL |||Faltante,76001,1247,Pedro Alvarez Parejo, $311.75 ,90,Camion Grande,
10001730,EL GALLO NEGRO |||DEVOLUCION,76001,1940,Pedro Alvarez Parejo, $485.00 ,60,Camion Grande,
10001731,HOSPITAL ROOSEVELT / Despacho a cliente ,76001,700,Felipe Villatoro, $175.00 ,30,Camion Pequeño,
10001732,EL PINCHE OBELISCO / Despacho a cliente,76002,1891,Pedro Alvarez Parejo, $472.75 ,30,Camion Grande,
10001733,HOSPITAL ROOSEVELT / Despacho a cliente ,76001,1297,Juan Francisco Portillo Gomez, $324.25 ,90,Camion Grande,
10001734,POLLO PINULITO|||FALTANTE,76002,275,Hector Aragones Frutos, $68.75 ,30,Panel,
10001735,EL GALLO NEGRO / Despacho a cliente,76001,325,Luis Jaime Urbano, $81.25 ,30,Panel,
10001736,POLLO PINULITO|||FALTANTE,76002,1706,Felipe Villatoro, $426.50 ,30,Camion Grande,
10001737,POLLO PINULITO|||FALTANTE,76001,553,Luis Jaime Urbano, $138.25 ,90,Camion Pequeño,
10001738,TIENDA LA BENDICION / Despacho a cliente,76002,429,Luis Jaime Urbano, $107.25 ,30,Panel,
10001739,"SPORTA, S.A./Despacho a cliente |||Faltante",76002,1416,Angel Valdez Alegria, $354.00 ,90,Camion Grande,
10001740,"SPORTA, S.A./Despacho a cliente |||Faltante",76002,1138,Hector Aragones Frutos, $284.50 ,60,Camion Grande,
10001741,BAR LA OFICINA,76001,332,Angel Valdez Alegria, $83.00 ,60,Panel,
10001742,ABARROTERIA EBENEZER/Despacho a cliente,76002,435,Pedro Alvarez Parejo, $108.75 ,60,Panel,
10001743,CHICHARRONERIA EL RICO COLESTEROL |||Faltante,76001,1330,Juan Francisco Portillo Gomez, $332.50 ,60,Camion Grande,
10001744,"SPORTA, S.A./Despacho a cliente |||Faltante",76002,1911,Hector Giron, $477.75 ,90,Camion Grande,
10001745,"SPORTA, S.A./Despacho a cliente |||Faltante",76002,429,Hector Giron, $107.25 ,60,Panel,
10001746,TAQUERIA EL CHINITO,76002,1711,Ismael Rodero Monteagudo, $427.75 ,90,Camion Grande,
10001747,ABARROTERIA EBENEZER/Despacho a cliente,76001,855,Felipe Villatoro, $213.75 ,90,Camion Pequeño,
10001748,POLLO PINULITO|||FALTANTE,76002,1443,Hector Giron, $360.75 ,90,Camion Grande,
10001749,HOSPITAL ROOSEVELT / Despacho a cliente ,76002,594,Luis Jaime Urbano, $148.50 ,90,Camion Pequeño,
10001750,EL PINCHE OBELISCO |||Faltante,76001,671,Fernando Mariano Berrio, $167.75 ,30,Camion Pequeño,
10001751,UBIQUO LABS |||FALTANTE,76001,250,Fernando Mariano Berrio, $62.50 ,30,Panel,
10001752,POLLO PINULITO|||FALTANTE,76001,1515,Luis Jaime Urbano, $378.75 ,60,Camion Grande,
10001753,"SPORTA, S.A./Despacho a cliente |||Faltante",76002,526,Hector Giron, $131.50 ,30,Camion Pequeño,
10001754,EL PINCHE OBELISCO |||Faltante,76002,451,Angel Valdez Alegria, $112.75 ,30,Panel,
10001755,EL PINCHE OBELISCO |||Faltante,76001,1255,Fernando Mariano Berrio, $313.75 ,60,Camion Grande,
10001756,EL GALLO NEGRO |||DEVOLUCION,76002,907,Angel Valdez Alegria, $226.75 ,90,Camion Pequeño,
10001757,TAQUERIA EL CHINITO,76002,1959,Hector Giron, $489.75 ,90,Camion Grande,
10001758,ABARROTERIA EBENEZER/Despacho a cliente,76002,844,Angel Valdez Alegria, $211.00 ,90,Camion Pequeño,
10001759,CHICHARRONERIA EL RICO COLESTEROL |||Faltante,76001,815,Luis Jaime Urbano, $203.75 ,60,Camion Pequeño,
10001760,UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente,76001,1929,Fernando Mariano Berrio, $482.25 ,60,Camion Grande,
10001761,POLLO PINULITO|||FALTANTE,76001,1233,Pedro Alvarez Parejo, $308.25 ,60,Camion Grande,
10001762,HOSPITAL LAS AMERICAS,76001,328,Pedro Alvarez Parejo, $82.00 ,90,Panel,
10001763,HOSPITAL ROOSEVELT / Despacho a cliente ,76002,1224,Felipe Villatoro, $306.00 ,30,Camion Grande,
10001764,UBIQUO LABS,76002,1186,Juan Francisco Portillo Gomez, $296.50 ,90,Camion Grande,
10001765,UBIQUO LABS |||FALTANTE,76002,1945,Juan Francisco Portillo Gomez, $486.25 ,30,Camion Grande,
10001766,"SPORTA, S.A./Despacho a cliente |||Faltante",76001,1464,Fernando Mariano Berrio, $366.00 ,90,Camion Grande,
10001767,UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente,76002,1383,Hector Aragones Frutos, $345.75 ,60,Camion Grande,
10001768,TIENDA LA BENDICION / Despacho a cliente,76001,641,Hector Giron, $160.25 ,90,Camion Pequeño,
10001769,CHICHARRONERIA EL RICO COLESTEROL |||Faltante,76001,430,Fernando Mariano Berrio, $107.50 ,60,Panel,
10001770,HOSPITAL LAS AMERICAS,76001,1741,Hector Giron, $435.25 ,30,Camion Grande,
10001771,TAQUERIA EL CHINITO,76001,1820,Felipe Villatoro, $455.00 ,60,Camion Grande,
10001772,UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente,76002,1555,Felipe Villatoro, $388.75 ,30,Camion Grande,
10001773,UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente,76002,1754,Ismael Rodero Monteagudo, $438.50 ,30,Camion Grande,
10001774,POLLO PINULITO|||FALTANTE,76002,1473,Ismael Rodero Monteagudo, $368.25 ,30,Camion Grande,
10001775,UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente,76001,1632,Hector Giron, $408.00 ,30,Camion Grande,
10001776,ABARROTERIA EBENEZER/Despacho a cliente,76002,1470,Hector Giron, $367.50 ,90,Camion Grande,
10001777,POLLO PINULITO/Despacho a cliente,76002,1562,Juan Francisco Portillo Gomez, $390.50 ,60,Camion Grande,
10001778,EL GALLO NEGRO / Despacho a cliente,76001,293,Juan Francisco Portillo Gomez, $73.25 ,30,Panel,
10001779,TAQUERIA EL CHINITO,76001,1053,Angel Valdez Alegria, $263.25 ,30,Camion Grande,
10001780,UBIQUO LABS,76002,525,Angel Valdez Alegria, $131.25 ,60,Camion Pequeño,
10001781,EL GALLO NEGRO / Despacho a cliente,76002,618,Hector Giron, $154.50 ,30,Camion Pequeño,
10001782,TAQUERIA EL CHINITO,76002,654,Ismael Rodero Monteagudo, $163.50 ,30,Camion Pequeño,
10001783,UBIQUO LABS,76002,923,Hector Giron, $230.75 ,60,Camion Pequeño,
